video_id;Titre;URL;Vues;Duree;Likes;Commentaires;Date_Publication;Description;Tags;Categorie_ID;Langue;Langue_Audio;Categories;Intervenants;Tags_Propres
wxqJXBQnDkk;27/27 - M.BOURDARIAS - Taille Naturelle des Arbres Fruitiers - La Zeuzère;https://www.youtube.com/watch?v=wxqJXBQnDkk;3972;07:48;98;11;26/07/2019;"27/27 - M.BOURDARIAS - Taille Naturelle des Arbres Fruitiers - La Zeuzère

Aujourd'hui, une formation par le maître des tailles d'arbres, Marceau BOURDARIAS ! De la théorie à la pratique, vous découvrirez tous les secrets de ses techniques !

Formation réalisée avec Caroline HEBERT/Gaïa 32 : http://www.gaia32.com/

Le site web de Marceau BOURDARIAS : https://marceaubourdarias.fr/

Ver de terre production a été créé par François Mulet (Maraîcher, membre fondateur de Maraîchage Sol Vivant), Konrad";environnement, développement durable, ver de terre, lombric, glyphosate, roundup, unkrautvernichter, maraicher, formation agroécologie, françois mulet, marcel boucher, agroforesterie, céréale, terres agricoles, sol, vivant, marceau bourdarias;27;fr;fr;Agroforesterie, Maraîchage, Grandes Cultures, Sol Vivant / ACS, Formation, Environnement;François Mulet, Marcel Bouché;environnement, développement durable, ver de terre, lombric, glyphosate, roundup, unkrautvernichter, maraicher, formation agroécologie, agroforesterie
_nXo3Et80js;Vigne sur Sol Vivant au Château Latour;https://www.youtube.com/watch?v=_nXo3Et80js;10642;05:31:33;175;6;10/01/2020;"Aujourd'hui, c'est une rediffusion des Assises de l'agroécologie en Médoc au Château Latour ! 

SOMMAIRE : 

0:00:20 : Introduction par Jean-Marc Pistre, Directeur du Château Latour
0:02:00 : Présentation du Château Latour par Hélène Génin, Directrice technique
0:08:55 : Présentation des Vignerons du Vivant par Jean-Baptiste Cordonnier (Château Anthonic)
0:15:05 : Suite de la présentation par Pierre Cazeneuve (Château Paloumey)
0:23:05 : Konrad Schreiber - Présentation de La Belle Vigne & un peu";chateau latour, sol vivant, vigne, agroécologie, médoc, vin, bordeaux, arbre et paysage, cabernet sauvignon, graves, rostchild;27;fr;fr;Viticulture, Environnement;Konrad Schreiber;chateau latour, vigne, médoc, vin, bordeaux, arbre et paysage, cabernet sauvignon, graves, rostchild
TT8VGDwgiVA;La taille de la vigne, par Marceau Bourdarias;https://www.youtube.com/watch?v=TT8VGDwgiVA;18434;35:38:00;289;12;12/05/2020;"Nous vous proposons cette semaine les interventions de la journée vigne filmée en décembre dernier au Château Latour.

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterreprod.fr/agenda-formation-agroecologie/
📖 Cliquez par là pour cons";;27;fr;fr;Formation, Environnement;;
U2Jxh8kPvpU;Innovation dans la taille & l'architecture de la vigne, par Marceau Bourdarias;https://www.youtube.com/watch?v=U2Jxh8kPvpU;12087;27:26:00;247;10;16/10/2020;"On retourne une nouvelle fois au Château Guiraud, mais cette fois-ci avec Marceau Bourdarias !

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterreprod.fr/agenda-formation-agroecologie/
📖 Cliquez par là pour consulter notre catalogue d";;27;fr;fr;Formation, Environnement;;
XgGD1_bJFqQ;800 hectares en Semis Direct depuis 25 ans - Jean-Claude QUILLET;https://www.youtube.com/watch?v=XgGD1_bJFqQ;79145;04:47:26;685;33;26/07/2019;"Jean-Claude Quillet nous explique comment il pratique le semis direct sur 800 ha depuis plus de 25 ans. 

---
Chapitrage :
00:00:00 Introduction 
00:05:18 Passage au Semis Direct sous Couvert 
00:25:44 Gestion des limaces
00:30:49 Couverts végétaux 
01:08:02 Rotation des cultures 
01:15:57 Le taux de Matières Organiques 
01:17:30 Agriculture biologique 
01:18:31 Fertilisation organique 
01:22:07 Itinéraire technique Colza
01:58:40 Itinéraire technique  Blé - Orge
02:23:37 Itinéraire technique  M";farming simulator, Semis direct, agriculture conservation, céréales, seeder, notill, John Deere, Marc dufumier, APAD, lucien seguy, ferme d'avenir, château de la bourdaisière;27;fr;fr;Grandes Cultures, Sol Vivant / ACS;;farming simulator, semis direct, agriculture conservation, céréales, seeder, notill, john deere, marc dufumier, apad, lucien seguy
FRSU0CpNgWc;Activité Biologique des Sols - Jean-Claude QUILLET;https://www.youtube.com/watch?v=FRSU0CpNgWc;8427;51:24:00;119;4;26/07/2019;"Notre Tipeee si vous voulez nous soutenir :
https://www.verdeterreprod.fr/nous-soutenir/
Dans ce reportage , Jean-Claude QUILLET montre, analyses à l'appui, les différences d'Activité Biologique des Sols résultant de différentes gestions (semis-direct, conventionnel, bio...).

Créé en 2017, Ver de terre production est un organisme de formation et de diffusion du savoir des techniques de l’agroécologie et des sols vivants.

Une agriculture qui a du sens et qui pose le vivant comme moteur de la";farming simulator, Semis direct, agriculture conservation, céréales, seeder, notill, John Deere, Marc dufumier, APAD, lucien seguy, ferme d'avenir, château de la bourdaisière;27;fr;fr;Grandes Cultures, Sol Vivant / ACS, Formation;;farming simulator, semis direct, agriculture conservation, céréales, seeder, notill, john deere, marc dufumier, apad, lucien seguy
wNzEyOjfcVU;Gestion des Couverts en Semis Direct - Jean-Claude QUILLET;https://www.youtube.com/watch?v=wNzEyOjfcVU;9537;23:42;95;3;26/07/2019;"Notre Tipeee si vous voulez nous soutenir :
https://www.verdeterreprod.fr/nous-soutenir/
Gestion des Couverts en Semis Direct - J-C QUILLET

Créé en 2017, Ver de terre production est un organisme de formation et de diffusion du savoir des techniques de l’agroécologie et des sols vivants.

Une agriculture qui a du sens et qui pose le vivant comme moteur de la production doit être construite, alors Ver de Terre Production, dans le cadre de ses activités de diffusion des savoirs, propose plusieu";farming simulator, Semis direct, agriculture conservation, céréales, seeder, notill, John Deere, Marc dufumier, APAD, lucien seguy, ferme d'avenir, château de la bourdaisière;27;fr;fr;Grandes Cultures, Sol Vivant / ACS, Formation;;farming simulator, semis direct, agriculture conservation, céréales, seeder, notill, john deere, marc dufumier, apad, lucien seguy
L7tTSZoCJKE;Qualité Nutritive des Récoltes - Jean Claude  QUILLET;https://www.youtube.com/watch?v=L7tTSZoCJKE;2095;12:53;28;0;26/07/2019;"Notre Tipeee si vous voulez nous soutenir :
https://www.verdeterreprod.fr/nous-soutenir/
Qualité Nutritive des Récoltes - J-C QUILLET

Créé en 2017, Ver de terre production est un organisme de formation et de diffusion du savoir des techniques de l’agroécologie et des sols vivants.

Une agriculture qui a du sens et qui pose le vivant comme moteur de la production doit être construite, alors Ver de Terre Production, dans le cadre de ses activités de diffusion des savoirs, propose plusieurs for";farming simulator, Semis direct, agriculture conservation, céréales, seeder, notill, John Deere, Marc dufumier, APAD, lucien seguy, ferme d'avenir, château de la bourdaisière;27;fr;fr;Grandes Cultures, Sol Vivant / ACS, Formation;;farming simulator, semis direct, agriculture conservation, céréales, seeder, notill, john deere, marc dufumier, apad, lucien seguy
#NOM?;Démarrer en Semis-Direct - Jean Claude QUILLET;https://www.youtube.com/watch?v=-jLLCNQpg-Q;29288;01:07:15;301;14;26/07/2019;"Notre Tipeee si vous voulez nous soutenir :
https://www.verdeterreprod.fr/nous-soutenir/
Jean Claude QUILLET vous explique comment faire sa transition depuis le travail du sol, vers le semis-direct !

Créé en 2017, Ver de terre production est un organisme de formation et de diffusion du savoir des techniques de l’agroécologie et des sols vivants.

Une agriculture qui a du sens et qui pose le vivant comme moteur de la production doit être construite, alors Ver de Terre Production, dans le cadr";farming simulator, Semis direct, agriculture conservation, céréales, seeder, notill, John Deere, Marc dufumier, APAD, lucien seguy, ferme d'avenir, château de la bourdaisière;27;fr;fr;Grandes Cultures, Sol Vivant / ACS, Formation;;farming simulator, semis direct, agriculture conservation, céréales, seeder, notill, john deere, marc dufumier, apad, lucien seguy
ja6I0bac15M;La Bio-Électronique Vincent au Secours de l'Élevage - Pierre-Emmanuel RADIGUE;https://www.youtube.com/watch?v=ja6I0bac15M;7884;31:02:00;124;4;26/07/2019;"Notre Tipeee si vous voulez nous soutenir :
https://www.verdeterreprod.fr/nous-soutenir/
Comment gérer la santé des troupeaux grâce au redox et au pH mesuré sur les bêtes ainsi que sur les fourrages et compléments ? La réponse avec Pierre-Emmanuel RADIGUES, vétérinaire chez 5mVet. 
Vous pouvez contacter directement Pierre-Emmanuel Radigue au 0609171821
Intervention enregistrée en 2018 lors du colloque ""À la Rencontre de l'Eau"".

Créé en 2017, Ver de terre production est un organisme de formati";bioelectronique Vincent, 5mVet, Pierre Emmanuel Radigues, Jeanne Rousseau, Roger Castel, pH, redox, oxydoreduction, conductivité, biodynamie, dynamisation, dynamiseur, steiner, élevage, autonomie en protéines, Olivier husson, forum a la rencontre de l'eau;27;fr;fr;Élevage, Formation;;bioelectronique vincent, 5mvet, pierre emmanuel radigues, jeanne rousseau, roger castel, redox, oxydoreduction, conductivité, biodynamie, dynamisation
9PRRcU-xjLw;Santé des troupeaux & bio-électronique de Vincent, par Pierre-Emmanuel Radigue;https://www.youtube.com/watch?v=9PRRcU-xjLw;12741;02:57:19;129;6;16/06/2020;"Aujourd'hui, c'est une formation donnée lors de nos Rencontres Internationales de l'Agriculture du Vivant en 2019 ! Au programme, pilotage des troupeaux, leur santé et comment la contrôler.
Vous pouvez contacter directement Pierre-Emmanuel Radigue au 0609171821

SOMMAIRE : 

1. Introduction : la méthode 5M : 0:00:20
2. Les 5 piliers de la santé : 0:10:00
3. Les outils à avoir avec soi : 0:43:00

4. Bien être animal : pollutions électriques, telluriques... : 0:56:05

5. L’hydratation : 1:16:55
";;27;fr;fr;Formation;;
0PI1k1KZs7k;L'Arbre et sa Structure, Francis HALLÉ - Formation Intégrale;https://www.youtube.com/watch?v=0PI1k1KZs7k;520041;02:50:53;4612;157;25/07/2019;"Aujourd'hui, nous découvrons avec Francis HALLÉ la structure et l'avenir de nos ancêtres, si l'on peut en parler ainsi, de nos chers arbres, si importants à notre écosystème. 

👨‍🌾 Cliquez ici pour accéder à nos formations 100% finançables : https://www.verdeterreprod.fr/catalogue-de-formation/

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des profession";environnement, développement durable, ver de terre, lombric, unkrautvernichter, maraicher, formation agroécologie, marcel boucher, agroforesterie, sol, vivant, francis hallé, botaniste, arbre;27;fr;fr;Agroforesterie, Maraîchage, Sol Vivant / ACS, Formation, Environnement;Marcel Bouché;environnement, développement durable, ver de terre, lombric, unkrautvernichter, maraicher, formation agroécologie, agroforesterie, sol, vivant
SKAU0QKAZcc;Conversation avec Francis HALLE - Arbre et agriculture;https://www.youtube.com/watch?v=SKAU0QKAZcc;12158;10:37;328;11;25/07/2019;"Conversation avec Francis HALLE - Arbre et agriculture

Aujourd'hui, nous vous proposons un entretien avec Francis HALLE, l'homme aux arbres, réalisé durant notre formation d'avril dernier.

Ver de terre production a été créé par François Mulet (Maraîcher, membre fondateur de Maraîchage Sol Vivant), Konrad Schreiber (Agronome, IAD, La Vache Heureuse) et Vincent Levavasseur (Maraîcher & président de Maraîchage Sol Vivant Normandie), afin d’aider à former le plus possible d’agriculteurs dans leur ";environnement, développement durable, ver de terre, lombric, glyphosate, roundup, unkrautvernichter, maraicher, formation agroécologie, françois mulet, marcel boucher, agroforesterie, céréale, terres agricoles, sol, vivant, francis hallé, arbre;27;fr;fr;Agroforesterie, Élevage, Maraîchage, Grandes Cultures, Sol Vivant / ACS, Formation, Environnement;Konrad Schreiber, François Mulet, Marcel Bouché, Vincent Levavasseur;environnement, développement durable, ver de terre, lombric, glyphosate, roundup, unkrautvernichter, maraicher, formation agroécologie, agroforesterie
7AU9TYLp-Go;Phénomène de Réitération chez les Arbres - Simon MAY;https://www.youtube.com/watch?v=7AU9TYLp-Go;11388;14:17;161;7;25/07/2019;"Universités d'Eté - S. MAY - Phénomène de Réitération chez les Arbres

Aujourd'hui, nous vous proposons l'intervention de Simon MAY de l''équipe de Ver de Terre Production lors de nos Universités d'Eté Sol Vivant à Marciac en août dernier ! Il vous parlera du phénomène de réitération chez les arbres.

Ver de terre production a été créé par François Mulet (Maraîcher, membre fondateur de Maraîchage Sol Vivant), Konrad Schreiber (Agronome, IAD, La Vache Heureuse) et Vincent Levavasseur (Maraîcher &";environnement, développement, durable, ver, de, terre, lombric, glyphosate, roundup, maraicher, formation, agroécologie, françois, mulet, agroforesterie, céréale, agricole, sol, vivant, non, labour, travail, du, Semis direct, acs, sd, sdsc, couverts, BASE, APAD, QUILLET, agricool, agroleague, Piou, Seguy, Claas, fendt, semeato, weaving, maschio, forrler, gassler, Archambeaud, schreiber, semoir, NLSD, frederic, thomas, singla, inra, arvalis, msv, SCV;27;fr;fr;Agroforesterie, Élevage, Maraîchage, Grandes Cultures, Sol Vivant / ACS, Formation, Environnement;Konrad Schreiber, François Mulet, Sarah Singla, Vincent Levavasseur;environnement, développement, durable, ver, terre, lombric, glyphosate, roundup, maraicher, formation
7CVWje_qSjU;Régénérer un sol avec du BRF - Benoit NOEL;https://www.youtube.com/watch?v=7CVWje_qSjU;51534;24:53:00;688;56;25/07/2019;"Universités d'Eté - B. NOEL - Bois Raméal Fragmenté

Aujourd'hui, nous vous proposons l'intervention de Benoit NOEL lors de nos Universités d'Eté Sol Vivant à Marciac en août dernier ! Il vous parlera du BRF : Bois Raméal Fragmenté.

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en cr";environnement, développement, durable, ver, de, terre, lombric, glyphosate, roundup, maraicher, formation, agroécologie, françois, mulet, agroforesterie, céréale, agricole, sol, vivant, non, labour, travail, du, Semis direct, acs, sd, sdsc, couverts, BASE, APAD, QUILLET, agricool, agroleague, Piou, Seguy, Claas, fendt, semeato, weaving, maschio, forrler, gassler, Archambeaud, schreiber, semoir, NLSD, frederic, thomas, singla, inra, arvalis, msv, SCV;27;fr;fr;Agroforesterie, Maraîchage, Grandes Cultures, Sol Vivant / ACS, Formation, Environnement;Konrad Schreiber, François Mulet, Sarah Singla;environnement, développement, durable, ver, terre, lombric, glyphosate, roundup, maraicher, formation
TA8-CcGCew0;DIRECT - Sol Vivant en maraîchage & arboriculture;https://www.youtube.com/watch?v=TA8-CcGCew0;13098;06:46:59;183;3;20/01/2020;"Suivez en direct la journée organisée par la Fédération des fruits et légumes d'Occitanie, la Chambre d'agriculture d'Occitanie, AgroSys et Pour une Agriculture du Vivant !

Au programme, la conservation des sols et sa biodiversité fonctionnelle : un renouveau agronomique pour l'arboriculture et le maraîchage. 

Détail de la journée : 

9h - Le vivant dans le sol : Pourquoi et comment on maîtrise les couverts pour y arriver ?
Introduction par Marc-André Sélosse – Muséum National d'Histoire Natur";;27;fr;fr;Élevage, Maraîchage, Sol Vivant / ACS, Environnement;Marc-André Sélosse;
xOjE_44SJM4;Taille des trognes, avec Dominique Mansion;https://www.youtube.com/watch?v=xOjE_44SJM4;46334;01:42:45;904;38;14/02/2020;"Aujourd'hui, c'est les trognes qui sont à l'honneur avec Dominique Mansion ! Vous apprendrez aujourd'hui à tailler ces arbres aux nombreuses vertus, tant pour nos champs que pour notre écosystème 🌳🌲🍃

2020, c'est l'année de la trogne ! Rendez-vous ici pour connaître les divers événements qui auront lieu 👋 https://trognes.fr/

SOMMAIRE : 

0:00:30 : Introduction, usages et outils
0:07:30 : Taille d'une branche
0:11:50 : Taille avec une scie perche
0:19:50 : La serpe
0:25:00 : Démonstration de tai";trogne, arbre, taille, vigne, viticulture;27;fr;fr;Agroforesterie, Viticulture, Élevage;;trogne, arbre, taille, vigne, viticulture
9Lv5P4FvID8;WEBINAIRE : Etre pépiniériste Végétal Local au sein des Compagnons du Végétal;https://www.youtube.com/watch?v=9Lv5P4FvID8;1396;59:04:00;41;2;03/07/2025;"👨‍🏫Vous souhaitez être accompagné pour créer votre pépinière ou bien développer votre activité de pépiniériste ? Par ici pour accéder à notre formation ""Pépins et compagnie"" : https://www.verdeterreprod.fr/pepins-et-compagnie/?utm_source=youtube

Yann-Fanch est pépiniériste champêtre et formateur au sein des Compagnons du Végétal, une association engagée dans la reproduction de végétaux d’origine locale, la transmission des savoirs paysans et la promotion des sols vivants.
Leur pépinière, située";agroécologie, agriculture, verre de terre production, sols vivants, transition agroecologique;27;fr;fr;Formation, Environnement;;
SjdobXve5s8;FORMATION EXCLUSIVE : Fabriquer du cidre : de la pomme à l’embouteillage;https://www.youtube.com/watch?v=SjdobXve5s8;9;01:20;0;0;08/08/2025;🌱 Vous souhaiter vous former à la production du cidre nature ? Par ici pour retrouver notre formation exclusive : https://www.verdeterreprod.fr/formations/fabriquer-du-cidre-de-la-pomme-a-lembouteillage/;agroécologie, agriculture, verre de terre production, sols vivants, transition agroecologique;27;fr;fr;Formation, Environnement;;
JKQmnlKj8BY;L'autofertilité avec l'agroforesterie syntropique ?;https://www.youtube.com/watch?v=JKQmnlKj8BY;5621;01:28:34;194;21;28/08/2025;"👨‍🏫Vous souhaitez en savoir plus sur l'agroforesterie syntropique, et plus généralement sur l'agriculture syntropique ? Par ici pour accéder à notre formation ""S'initier à l'agriculture syntropique en climat tempéré"" : https://www.verdeterreprod.fr/formations/sinitier-a-lagriculture-synthropique-en-climat-tempere/?utm_source=youtube
[⚡Places limitées  - 📅 Date limite d'inscription le 1er octobre 2025]

Formateur en agroécologie, passionné par l’agriculture syntropique et la régénération du Vivan";agroécologie, agriculture, verre de terre production, sols vivants, transition agroecologique;27;fr;fr;Agroforesterie, Élevage, Formation, Environnement;;
Hs3RPtwuqAo;Greffage d'Arbres Fruitiers : Techniques, Variétés et Projets Durables avec l'Association Prom'Haies;https://www.youtube.com/watch?v=Hs3RPtwuqAo;2267;00:56;48;1;08/09/2025;"Retrouvez la vidéo complète sur notre chaine Youtube ! 

Vous souhaitez vous former avec David Olliveau ? Par ici pour accéder à notre formation 100% finançable : https://www.verdeterreprod.fr/pepins-et-compagnie/?utm_source=youtube&utm_medium=video&utm_campaign=";agroécologie, agriculture, verre de terre production, sols vivants, transition agroecologique;27;fr;fr;Agroforesterie, Formation, Environnement;;
1HUGvbHPwNI;WEBINAIRE : Verger naturel diversifié intensif ou extensif : le bon choix selon vos objectifs;https://www.youtube.com/watch?v=1HUGvbHPwNI;0;00:00;2;0;04/11/2025;"👨‍🏫Vous souhaitez vous former sur la conception et la conduite d'un verger naturel diversifié, dans le cadre d'une diversification de votre activité ? Par ici pour accéder à notre formation ""Concevoir et repenser son verger naturel diversifié"" : https://www.verdeterreprod.fr/formations/concevoir-et-repenser-son-verger-naturel-diversifie/

Mathias ANDRÉ, arboriculteur depuis 1994 et formateur à la taille et conduite de fruitiers, est accompagné de Aude RIVES, animatrices pour MSV Normandie, vous ";agroécologie, agriculture, verre de terre production, sols vivants, transition agroecologique;27;fr;fr;Agroforesterie, Sol Vivant / ACS, Formation, Environnement;Mathias André;
3J0xo7mI95E;Nutrition Azotée - Santé des Plantes - Konrad SCHREIBER;https://www.youtube.com/watch?v=3J0xo7mI95E;41167;54:45:00;396;41;25/07/2019;"K. SCHREIBER - Nutrition Azotée et Santé de la Plante

Aujourd'hui, nous vous proposons une formation avec notre agronome spécialiste en sol vivant ! Le sujet ? La nutrition azotée et la santé des vignes en sol vivant :)

Ver de terre production a été créé par François Mulet (Maraîcher, membre fondateur de Maraîchage Sol Vivant), Konrad Schreiber (Agronome, IAD, La Vache Heureuse) et Vincent Levavasseur (Maraîcher & président de Maraîchage Sol Vivant Normandie), afin d’aider à former le plus pos";azote, acides aminées, fertilisation, urée, aminogramme, semis direct, ammonium, nitrate;27;fr;fr;Viticulture, Élevage, Maraîchage, Sol Vivant / ACS, Formation;Konrad Schreiber, François Mulet, Vincent Levavasseur;azote, acides aminées, fertilisation, urée, aminogramme, semis direct, ammonium, nitrate
VhQyRmRVoz8;1/2 Viticulture et Agroforesterie - Alain CANET;https://www.youtube.com/watch?v=VhQyRmRVoz8;16951;02:24:36;163;14;25/07/2019;"A. CANET - Viticulture et Agroforesterie

0:20 - Introduction
6:20 - Définition de l'Agroforesterie
28:42 - L'arbre dans nos paysages
40:42 - Qu'est-ce qu'on trogne ?
57:57 - Noël LASSUS, viticulteur Sol Vivant
1:30:18 - L'arbre dans l'histoire
1:39:58 - Comment faire ?
2:02:55 - Constatations positives et conclusion.

Aujourd'hui, nous vous proposons une formation réalisée en Champagne-Ardennes avec Alain CANET, l'homme aux arbres dans nos champs ! Invité : Noël LASSUS

Ver de terre production ";environnement, développement durable, ver de terre, lombric, glyphosate, roundup, unkrautvernichter, maraicher, formation agroécologie, françois mulet, marcel boucher, agroforesterie, céréale, terres agricoles, sol, vivant, viticulture, alain canet;27;fr;fr;Agroforesterie, Viticulture, Maraîchage, Grandes Cultures, Sol Vivant / ACS, Formation, Environnement;François Mulet, Marcel Bouché, Alain Canet, Mathilde Lassus;environnement, développement durable, ver de terre, lombric, glyphosate, roundup, unkrautvernichter, maraicher, formation agroécologie, agroforesterie
k8-zx2uKRS4;Viticulture et couverts végétaux - Konrad SCHREIBER -;https://www.youtube.com/watch?v=k8-zx2uKRS4;52653;06:33:19;454;32;25/07/2019;"Konrad SCHREIBER - Fertilité des Sols en Viticulture

Aujourd'hui, nous vous proposons une formation complète de Konrad SCHREIBER sur la fertilité des sols en viticulture ! Bon visionnage ;)

Timing : 
0:00 - Matière Organique
47:30 - Ration du sol
1:04:28 - Profils de la terre
1:24:13 - Densité et porosité du sol
1:42:33 - pH et azote
2:18:00 - Quel couvert ?
3:45:15 - Système productif et propre
4:27:00 - Le désherbage bio-logique
4:50:00 - Le Sol Vivant
6:02:00 - Le potentiel RedOx

💙 Si vous";couvert végétaux, agroforesterie, couverture intégrale des vignes, cavaillon, taille douce de la vigne, débourrement, sarment, botrytis, black rot, rouille, oidium, interceps, rouleau faca, vinification, tanin, rolofaca, palissage, taille en vert, épamprage, pampre, aoûtement;27;fr;fr;Agroforesterie, Viticulture, Élevage, Sol Vivant / ACS, Formation;Konrad Schreiber;couvert végétaux, agroforesterie, couverture intégrale des vignes, cavaillon, taille douce de la vigne, débourrement, sarment, botrytis, black rot, rouille
XcNcjfw5HRk;Journée viticulture & agroécologie - Paysages in Marciac 2019;https://www.youtube.com/watch?v=XcNcjfw5HRk;46684;05:50:32;204;6;08/08/2019;"Notre Tipeee si vous voulez nous soutenir :
https://www.verdeterreprod.fr/nous-soutenir/
Après un tour de France de ces pratiques avec Arbre & Paysages 32 et les Vignerons Indépendants, nous nous arrêterons à Marciac cet été, le 3 août, pour nous retrouver pour amplifier ce mouvement de fond et toutes ces coopérations résolument tournées vers la fertilité !

Sommaire : 

Introduction : 0:00:30
Noël LASSUS : 0:24:15
Konrad SCHREIBER : 0:40:15
Hervé COVES : 1:18:30
Marc-André SELOSSE : 1:51:35
Oli";verdeterre, lombric, glyphosate, roundup, permaculture, agroecologie, agroforesterie, agricole, solvivant, labour, semisdirect, BRF, APAD, compost, BASE, IAD, sd, sdsc, scv, ac, acs, 750a, gaspardo, weaving, schreiber, agrovideo, icosysteme, agroleague, archambaud, fredericthomas, TCS, cultivar, engrais, agriculture, agriculteurmoderne, agricoles, case, FranceAgricole, Semissouscouvert, HORSCH, kiwiagronomy, skyagriculture, thierryagriculteurd’aujourd’hui, chisel, agroécologie, semis, direct, sous, couvert, no-till, organic;27;fr;fr;Agroforesterie, Viticulture, Élevage, Sol Vivant / ACS, Environnement;Konrad Schreiber, Marc-André Sélosse, Hervé Coves, Mathilde Lassus;verdeterre, lombric, glyphosate, roundup, permaculture, agroecologie, agroforesterie, agricole, solvivant, labour
gVj39CYVXY4;L'or vert de la vigne, par Hervé Coves;https://www.youtube.com/watch?v=gVj39CYVXY4;20986;40:15:00;483;24;12/05/2020;"Nous vous proposons cette semaine les interventions de la journée vigne filmée en décembre dernier au Château Latour.

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterreprod.fr/agenda-formation-agroecologie/
📖 Cliquez par là pour cons";;27;fr;fr;Formation, Environnement;Hervé Coves;
le4XTvs3H_0;L'arbre, maillon dans la chaîne de production, par Alain Canet;https://www.youtube.com/watch?v=le4XTvs3H_0;3680;26:24:00;107;5;12/05/2020;"Nous vous proposons cette semaine les interventions de la journée vigne filmée en décembre dernier au Château Latour.

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterreprod.fr/agenda-formation-agroecologie/
📖 Cliquez par là pour cons";;27;fr;fr;Formation, Environnement;Alain Canet;
LbXSTXDKygI;La couverture végétale des sols, par Jean-François Agut;https://www.youtube.com/watch?v=LbXSTXDKygI;8092;17:55;186;7;12/05/2020;"Nous vous proposons cette semaine les interventions de la journée vigne filmée en décembre dernier au Château Latour.

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterreprod.fr/agenda-formation-agroecologie/
📖 Cliquez par là pour cons";;27;fr;fr;Sol Vivant / ACS, Formation, Environnement;;
7dEbzu-DMOw;Couverture végétale en viticulture, par François Dargelos;https://www.youtube.com/watch?v=7dEbzu-DMOw;5677;21:34;109;5;22/05/2020;"Filmé durant une journée technique viticulture, François Dargelos nous présente son domaine tout en listant les avantages liés à la couverture végétale en viticulture !

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterreprod.fr/agenda";;27;fr;fr;Viticulture, Sol Vivant / ACS, Formation, Environnement;;
fvvNqzkaWbA;Présentation du Château Guiraud, par Xavier Planty;https://www.youtube.com/watch?v=fvvNqzkaWbA;3083;14:05;74;3;14/08/2020;"Aujourd'hui, on part à Sauternes, chez la famille Planty, pour une journée technique sur la vigne en sol vivant ! On démarre avec Xavier Planty qui nous présente le Château Guiraud.

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterrep";;27;fr;fr;Sol Vivant / ACS, Formation, Environnement;;
9fAy-KRYQXM;Les vignerons du vivant, saison 1 à Latour, par Hélène Génin;https://www.youtube.com/watch?v=9fAy-KRYQXM;193;10:23;2;0;14/08/2020;"Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterreprod.fr/agenda-formation-agroecologie/
📖 Cliquez par là pour consulter notre catalogue de formations 👉 https://www.verdeterreprod.fr/catalogue-formation-agroecologie/

Notre activité s";;27;fr;fr;Viticulture, Formation, Environnement;;
